text,class,__index_level_0__
"A 52-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,12194
"A 44-year-old individual, working in the Private sector, has an education level of Some-college. They are Divorced, working as Sales, and have a Unmarried relationship.They belong to the White race, are Male",1,12201
"A 30-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,12202
"A 28-year-old individual, working in the Federal-gov sector, has an education level of Some-college. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the White race, are Male",1,12204
"A 61-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the White race, are Male",1,12205
"A 33-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,12207
"A 50-year-old individual, working in the Private sector, has an education level of Assoc-acdm. They are Married-civ-spouse, working as Machine-op-inspct, and have a Husband relationship.They belong to the White race, are Male",1,12208
"A 33-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,12210
"A 45-year-old individual, working in the Local-gov sector, has an education level of Bachelors. They are Divorced, working as Protective-serv, and have a Not-in-family relationship.They belong to the White race, are Male",1,12212
"A 47-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,12215
"A 52-year-old individual, working in the Federal-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,12216
"A 50-year-old individual, working in the Local-gov sector, has an education level of Masters. They are Divorced, working as Prof-specialty, and have a Not-in-family relationship.They belong to the Amer-Indian-Eskimo race, are Female",1,12220
"A 37-year-old individual, working in the Local-gov sector, has an education level of Masters. They are Married-civ-spouse, working as Protective-serv, and have a Husband relationship.They belong to the White race, are Male",1,12224
"A 38-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,12231
"A 32-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,12232
"A 28-year-old individual, working in the Private sector, has an education level of 11th. They are Married-civ-spouse, working as Craft-repair, and have a Not-in-family relationship.They belong to the White race, are Male",1,12241
"A 50-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the White race, are Male",1,12246
"A 42-year-old individual, working in the Federal-gov sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,12248
"A 43-year-old individual, working in the Private sector, has an education level of Prof-school. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,12251
